latitude,longitude,tick,Company,radius,TROBA,CODIGO
-76.96796004,-12.09780212,INC000001817757,TELEFONICA DEL PERU,8118050.889515607,ERG802,ERG8021185
-76.967927,-12.160706,INC000001828566,TELEFONICA DEL PERU,8116579.043298683,ERG901,ERG9010611
-76.96791107,-12.17309075,INC000001835255,TELEFONICA DEL PERU,8116288.944121521,ERG901,ERG9010612
-76.9678942,-12.1740953,INC000001846311,TELEFONICA DEL PERU,8116264.766782332,ERG901,ERG9010615
-76.967894,-12.209254,INC000001845763,TELEFONICA DEL PERU,8115443.226013471,ERG901,ERG9010616
-76.9678585,-12.1957135,INC000001837607,TELEFONICA DEL PERU,8115758.116904329,ERG901,ERG9010617
-76.96784293,-12.14534294,INC000001814632,TELEFONICA DEL PERU,8116934.626802312,ERG901,ERG9010618
-76.967739,-12.170216,INC000001838374,TELEFONICA DEL PERU,8116348.970381566,ERG901,ERG9010642
-76.96773833,-12.17061951,INC000001820520,TELEFONICA DEL PERU,8116339.512421565,ERG901,ERG9010647
-76.96770602,-12.1447739,INC000001818297,TELEFONICA DEL PERU,8116942.240419379,ERG901,ERG9011671
-76.96768771,-12.15119821,INC000001795986,TELEFONICA DEL PERU,8116791.318429068,ERG901,ERG9011672
-76.967662,-12.16132,INC000001848183,TELEFONICA DEL PERU,8116553.677325134,ERG901,ERG9011673
-76.967651,-12.199589,INC000001835963,TELEFONICA DEL PERU,8115658.923889467,ERG901,ERG9011674
-76.96763852,-12.08994308,INC000001667640,TELEFONICA DEL PERU,8118221.327872845,ERG901,ERG9011675
-76.967612,-12.176203,INC000001799917,TELEFONICA DEL PERU,8116203.773160065,ERG901,ERG9011676
-76.96760641,-12.14380129,INC000001838440,TELEFONICA DEL PERU,8116960.837110524,ERG901,ERG9011677
-76.96757852,-12.17033718,INC000001831570,TELEFONICA DEL PERU,8116339.464680879,ERG901,ERG9011678
-76.96755122,-12.16824918,INC000001844097,TELEFONICA DEL PERU,8116387.127395585,ERG901,ERG9011681
-76.967542,-12.139028,INC000001790868,TELEFONICA DEL PERU,8117069.738615012,ERG901,ERG9011682
-76.967524,-12.1362935,INC000001788034,TELEFONICA DEL PERU,8117132.912541352,ERG901,ERG9011683
-76.967519,-12.117001,INC000001836990,TELEFONICA DEL PERU,8117583.719755871,ERG901,ERG9011684
-76.967513,-12.195726,INC000001838372,TELEFONICA DEL PERU,8115743.441043185,ERG901,ERG9011971
-76.967497,-12.166069,INC000001831135,TELEFONICA DEL PERU,8116435.82611213,ERG901,ERG9011972
-76.9674465,-12.142003,INC000001830114,TELEFONICA DEL PERU,8116996.230192989,ERG901,ERG9011973
-76.967419,-12.166916,INC000001848433,TELEFONICA DEL PERU,8116412.787456198,ERG901,ERG9011974
-76.967413,-12.175234,INC000001849504,TELEFONICA DEL PERU,8116218.140899741,ERG901,ERG9011975
-76.96737212,-12.1755055,INC000001847667,TELEFONICA DEL PERU,8116210.095551953,ERG901,ERG9011976
-76.9673529,-12.141463,INC000001818375,TELEFONICA DEL PERU,8117004.965369298,ERG901,ERG9011977
-76.96730747,-12.07559457,INC000001676655,TELEFONICA DEL PERU,8118543.152930978,ERG901,ERG9011978
-76.96728371,-12.15828712,INC000001826437,TELEFONICA DEL PERU,8116608.8387007825,ERG901,ERG9011981
-76.96728305,-12.137779,INC000001841835,TELEFONICA DEL PERU,8117088.181568471,ERG901,ERG9011982
-76.96726952,-12.15673262,INC000001819425,TELEFONICA DEL PERU,8116644.582443281,ERG901,ERG9011983
-76.9672613,-11.9372279,INC000001804367,TELEFONICA DEL PERU,8121778.715097191,ERG901,ERG9011984
-76.9672585,-12.09661,INC000001826874,TELEFONICA DEL PERU,8118049.682793047,ERG901,ERG9011985
-76.96721995,-12.16945645,INC000001826209,TELEFONICA DEL PERU,8116345.136994854,ERG901,ERG9011986
-76.967215,-12.148874,INC000001831871,TELEFONICA DEL PERU,8116826.003927216,ERG901,ERG9011987
-76.96717479,-12.09846604,INC000001841083,TELEFONICA DEL PERU,8118002.812842712,ERG901,ERG9011988
-76.96717041,-12.04742881,INC000001817055,TELEFONICA DEL PERU,8119196.245399295,ERG901,ERG9012011
-76.96716537,-12.14409759,INC000001848603,TELEFONICA DEL PERU,8116935.591138142,ERG901,ERG9012012
-76.96714591,-12.0415893,INC000001818974,TELEFONICA DEL PERU,8119331.828682462,ERG901,ERG9012013
-76.96712429,-12.14014861,INC000001843658,TELEFONICA DEL PERU,8117026.195762671,ERG901,ERG9012014
-76.96711106,-12.038207,INC000001788574,TELEFONICA DEL PERU,8119409.508399643,ERG901,ERG9012015
-76.96711106,-12.038207,INC000001813941,TELEFONICA DEL PERU,8119409.508399643,ERG901,ERG9012016
-76.96709054,-12.19738247,INC000001844654,TELEFONICA DEL PERU,8115687.146523361,ERG901,ERG9012017
-76.96708654,-12.141432,INC000001662515,TELEFONICA DEL PERU,8116994.627188503,ERG901,ERG9012018
-76.96706999,-12.036181,INC000001823855,TELEFONICA DEL PERU,8119455.204788529,ERG901,ERG9012021
-76.967061,-12.167485,INC000001851793,TELEFONICA DEL PERU,8116384.6033838065,ERG901,ERG9012022
-76.9670605,-12.0387865,INC000001803742,TELEFONICA DEL PERU,8119393.8617126215,ERG901,ERG9012023
-76.967044,-12.168984,INC000001814597,TELEFONICA DEL PERU,8116348.862212641,ERG901,ERG9012024
-76.96702433,-12.1935115,INC000001846154,TELEFONICA DEL PERU,8115774.844256367,ERG901,ERG9012025
-76.96699096,-12.134661,INC000001795576,TELEFONICA DEL PERU,8117148.941891288,ERG901,ERG9012026
-76.96696289,-12.10426983,INC000001821928,TELEFONICA DEL PERU,8117858.319175522,ERG901,ERG9012027
-76.96694,-12.06787,INC000001816472,TELEFONICA DEL PERU,8118708.5947114695,ERG901,ERG9012028
-76.96692067,-12.10768664,INC000001849233,TELEFONICA DEL PERU,8117776.675986281,ERG901,ERG9012031
-76.96689089,-12.076881,INC000001809388,TELEFONICA DEL PERU,8118495.814754304,ERG901,ERG9012032
-76.96687005,-12.09777624,INC000001845128,TELEFONICA DEL PERU,8118006.3096703915,ERG901,ERG9012033
-76.96684654,-12.03714994,INC000001786318,TELEFONICA DEL PERU,8119423.2997299405,ERG901,ERG9012034
-76.96684316,-12.16510295,INC000001809919,TELEFONICA DEL PERU,8116431.219902601,ERG901,ERG9012035
-76.96682769,-12.140814,INC000001794899,TELEFONICA DEL PERU,8116998.32306158,ERG901,ERG9012036
-76.96681,-12.13288,INC000001815488,TELEFONICA DEL PERU,8117183.064207897,ERG901,ERG9012037
-76.96680962,-12.15113042,INC000001837626,TELEFONICA DEL PERU,8116756.417469527,ERG901,ERG9012038
-76.96679772,-12.0986139,INC000001831626,TELEFONICA DEL PERU,8117983.723715318,ERG901,ERG9012041
-76.966792,-12.14423,INC000001847214,TELEFONICA DEL PERU,8116916.986835752,ERG901,ERG9012042
-76.96674571,-12.150347,INC000001838287,TELEFONICA DEL PERU,8116772.074555951,ERG901,ERG9012043
-76.9667,-12.168239,INC000001807618,TELEFONICA DEL PERU,8116351.970053082,ERG901,ERG9012044
-76.96669919,-12.04752743,INC000001813983,TELEFONICA DEL PERU,8119174.447343684,ERG901,ERG9012045
-76.96666158,-12.09062166,INC000001850641,TELEFONICA DEL PERU,8118164.974579372,ERG901,ERG9012046
-76.96665712,-12.08017005,INC000000895944,TELEFONICA DEL PERU,8118409.211366883,ERG901,ERG9012047
-76.96663932,-12.03545491,INC000001834184,TELEFONICA DEL PERU,8119454.385974233,ERG901,ERG9012048
-76.966629,-12.066269,INC000001830652,TELEFONICA DEL PERU,8118733.165196829,ERG901,ERG9012051
-76.96651748,-11.9359258,INC000001807985,TELEFONICA DEL PERU,8121778.579598804,ERG901,ERG9012052
-76.96649449,-12.198943,INC000001840564,TELEFONICA DEL PERU,8115625.864111935,ERG901,ERG9012053
-76.96649449,-12.198943,INC000001849626,TELEFONICA DEL PERU,8115625.864111935,ERG901,ERG9012054
-76.96649402,-12.03932513,INC000001824174,TELEFONICA DEL PERU,8119357.838605212,ERG901,ERG9012055
-76.96647431,-12.173081,INC000001801926,TELEFONICA DEL PERU,8116229.416276106,ERG901,ERG9012056
-76.9664447,-12.1546426,INC000001805351,TELEFONICA DEL PERU,8116659.156283094,ERG901,ERG9012057
-76.96632696,-12.1672936,INC000001799631,TELEFONICA DEL PERU,8116358.55548218,ERG901,ERG9012058
-76.96631026,-12.10702063,INC000001812654,TELEFONICA DEL PERU,8117766.934427842,ERG901,ERG9012061
-76.966302,-12.103632,INC000001851313,TELEFONICA DEL PERU,8117845.829620236,ERG901,ERG9012062
-76.96626518,-12.16268637,INC000001835757,TELEFONICA DEL PERU,8116463.674814423,ERG901,ERG9012063
-76.9662489,-12.0986598,INC000001848671,TELEFONICA DEL PERU,8117959.898742027,ERG901,ERG9012064
-76.96617109,-12.05027672,INC000001826877,TELEFONICA DEL PERU,8119088.289789664,ERG901,ERG9012065
-76.96613926,-12.17369594,INC000001849181,TELEFONICA DEL PERU,8116201.1087719435,ERG901,ERG9012066
-76.96613,-12.13948,INC000001851024,TELEFONICA DEL PERU,8117000.5330032185,ERG901,ERG9012067
-76.96611734,-12.06329536,INC000001807477,TELEFONICA DEL PERU,8118781.538574518,ERG901,ERG9012068
-76.966116,-12.142652,INC000001851959,TELEFONICA DEL PERU,8116925.79686469,ERG901,ERG9012071
-76.96609938,-12.14958964,INC000001821789,TELEFONICA DEL PERU,8116762.924561605,ERG901,ERG9012072
-76.96607438,-12.19866552,INC000001847583,TELEFONICA DEL PERU,8115614.856337677,ERG901,ERG9012073
-76.96606003,-12.0665329,INC000001808048,TELEFONICA DEL PERU,8118703.438929481,ERG901,ERG9012074
-76.9660388,-12.1466256,INC000001844813,TELEFONICA DEL PERU,8116829.697671654,ERG901,ERG9012075
-76.96602838,-12.09063472,INC000001850128,TELEFONICA DEL PERU,8118138.428733583,ERG901,ERG9012076
-76.96596319,-12.0350149,INC000001791450,TELEFONICA DEL PERU,8119436.7282490255,ERG901,ERG9012077
-76.96596155,-12.06803674,INC000001804156,TELEFONICA DEL PERU,8118664.1869579,ERG901,ERG9012078
-76.96588275,-12.15271109,INC000001845359,TELEFONICA DEL PERU,8116680.954990724,ERG901,ERG9012087
-76.96587174,-12.0485395,INC000001829970,TELEFONICA DEL PERU,8119116.54567604,ERG901,ERG9012088
-76.96584118,-12.16227563,INC000001819987,TELEFONICA DEL PERU,8116455.649635968,ERG901,ERG9012111
-76.96579518,-12.04594823,INC000001835241,TELEFONICA DEL PERU,8119173.998471552,ERG901,ERG9012112
-76.96567147,-12.09601933,INC000001827615,TELEFONICA DEL PERU,8117997.710862191,ERG901,ERG9012113
-76.96566242,-12.1339825,INC000001795814,TELEFONICA DEL PERU,8117109.643278183,ERG901,ERG9012114
-76.965659,-12.050259,INC000001834319,TELEFONICA DEL PERU,8119067.520323476,ERG901,ERG9012123
-76.96565677,-12.1762345,INC000001842887,TELEFONICA DEL PERU,8116121.707271043,ERG901,ERG9012124
-76.9656218,-12.1748931,INC000001762970,TELEFONICA DEL PERU,8116151.605428483,ERG901,ERG9012125
-76.96561469,-12.09446981,INC000001819448,TELEFONICA DEL PERU,8118031.594856482,ERG901,ERG9012126
-76.96561009,-12.15518097,INC000001806743,TELEFONICA DEL PERU,8116611.887466756,ERG901,ERG9012127
-76.96559962,-12.03526033,INC000001821362,TELEFONICA DEL PERU,8119415.956140501,ERG901,ERG9012128
-76.965596,-12.17342,INC000001747078,TELEFONICA DEL PERU,8116184.963732497,ERG901,ERG9012131
-76.965589,-12.106481,INC000001849752,TELEFONICA DEL PERU,8117749.642425437,ERG901,ERG9012132
-76.96555205,-12.06572085,INC000001850515,TELEFONICA DEL PERU,8118701.4048320865,ERG901,ERG9012133
-76.9655388,-12.041875,INC000001849706,TELEFONICA DEL PERU,8119258.687104023,ERG901,ERG9012134
-76.9655169,-12.0383719,INC000001791319,TELEFONICA DEL PERU,8119339.738153026,ERG901,ERG9012135
-76.96550023,-12.19579978,INC000001843276,TELEFONICA DEL PERU,8115657.922794841,ERG901,ERG9012136
-76.96549303,-12.13760072,INC000001821809,TELEFONICA DEL PERU,8117018.016752606,ERG901,ERG9012137
-76.9654919,-12.1311271,INC000001830283,TELEFONICA DEL PERU,8117169.323936481,ERG901,ERG9012138
-76.96543631,-12.17663837,INC000001787534,TELEFONICA DEL PERU,8116103.09734773,ERG901,ERG9012141
-76.96543488,-6.03914914,INC000001845889,TELEFONICA DEL PERU,8262357.91857635,ERG901,ERG9012142
-76.96537008,-12.129649,INC000001848867,TELEFONICA DEL PERU,8117198.826192047,ERG901,ERG9012143
-76.96534951,-12.135142,INC000001777243,TELEFONICA DEL PERU,8117069.542046277,ERG901,ERG9012144
-76.96526604,-12.1405575,INC000001831040,TELEFONICA DEL PERU,8116939.462045456,ERG901,ERG9012161
-76.96524,-12.1353,INC000001836812,TELEFONICA DEL PERU,8117061.300973833,ERG901,ERG9012162
-76.9652389,-12.17839593,INC000001841538,TELEFONICA DEL PERU,8116053.805492099,ERG901,ERG9012163
-76.96523662,-12.10767018,INC000001846969,TELEFONICA DEL PERU,8117707.220475738,ERG901,ERG9012164
-76.96521486,-12.1699674,INC000001832305,TELEFONICA DEL PERU,8116249.814906247,ERG901,ERG9012165
-76.96520777,-12.06557623,INC000001828839,TELEFONICA DEL PERU,8118690.536155861,ERG901,ERG9012166
-76.965181,-12.159811,INC000001849434,TELEFONICA DEL PERU,8116485.819851802,ERG901,ERG9012167
-76.9651562,-12.1308652,INC000001779543,TELEFONICA DEL PERU,8117161.511340979,ERG901,ERG9012168
-76.965154,-12.1688435,INC000001795752,TELEFONICA DEL PERU,8116273.555284408,ERG901,ERG9012171
-76.96513925,-12.09889314,INC000001852064,TELEFONICA DEL PERU,8117908.440984455,ERG901,ERG9012172
-76.96513709,-12.16421698,INC000001816146,TELEFONICA DEL PERU,8116380.9994109515,ERG901,ERG9012173
-76.96511218,-12.11309195,INC000001838922,TELEFONICA DEL PERU,8117575.27310853,ERG901,ERG9012174
-76.96510335,-12.13769091,INC000001844442,TELEFONICA DEL PERU,8116999.726458102,ERG901,ERG9012175
-76.96507052,-12.03818036,INC000001827947,TELEFONICA DEL PERU,8119325.763570504,ERG901,ERG9012176
-76.965055,-12.156431,INC000001815334,TELEFONICA DEL PERU,8116559.596986541,ERG901,ERG9012177
-76.96504698,-12.16894375,INC000001826970,TELEFONICA DEL PERU,8116266.7618242325,ERG901,ERG9012178
-76.96499873,-12.04789371,INC000001846393,TELEFONICA DEL PERU,8119095.542513682,ERG901,ERG9012181
-76.96498002,-12.1716595,INC000001773064,TELEFONICA DEL PERU,8116200.496353902,ERG901,ERG9012182
-76.96498001,-12.1716595,INC000001643630,TELEFONICA DEL PERU,8116200.495938031,ERG901,ERG9012183
-76.96496979,-12.15263069,INC000001832792,TELEFONICA DEL PERU,8116644.8985258015,ERG901,ERG9012184
-76.96496253,-12.133815,INC000001828391,TELEFONICA DEL PERU,8117084.500974621,ERG901,ERG9012185
-76.96496253,-12.133815,INC000001850119,TELEFONICA DEL PERU,8117084.500974621,ERG901,ERG9012186
-76.96496205,-12.07612057,INC000001820352,TELEFONICA DEL PERU,8118433.717013639,ERG901,ERG9012187
-76.96493952,-12.14924674,INC000001820389,TELEFONICA DEL PERU,8116722.752146291,ERG901,ERG9012188
-76.96491255,-12.1814768,INC000001848839,TELEFONICA DEL PERU,8115968.218227535,ERG901,ERG9012211
-76.96488034,-12.09149817,INC000001851949,TELEFONICA DEL PERU,8118070.658713012,ERG901,ERG9012212
-76.96487134,-12.08951369,INC000001850799,TELEFONICA DEL PERU,8118116.699594279,ERG901,ERG9012213
-76.964858,-12.089462,INC000001851341,TELEFONICA DEL PERU,8118117.355766273,ERG901,ERG9012214
-76.96484474,-12.08940867,INC000001852347,TELEFONICA DEL PERU,8118118.053613717,ERG901,ERG9012215
-76.9648438,-12.1527518,INC000001850997,TELEFONICA DEL PERU,8116636.831991592,ERG901,ERG9012216
-76.96481952,-12.08923884,INC000001850431,TELEFONICA DEL PERU,8118120.980652398,ERG901,ERG9012217
-76.96475149,-12.1518815,INC000001820686,TELEFONICA DEL PERU,8116653.342615101,ERG901,ERG9012218
-76.96473877,-12.02932442,INC000001826134,TELEFONICA DEL PERU,8119519.257788339,ERG901,ERG9012221
-76.96472609,-12.144467,INC000001844893,TELEFONICA DEL PERU,8116825.6327505335,ERG901,ERG9012222
-76.96469734,-12.06788016,INC000001831314,TELEFONICA DEL PERU,8118615.511998622,ERG901,ERG9012223
-76.96467002,-12.12144877,INC000001849867,TELEFONICA DEL PERU,8117361.512574136,ERG901,ERG9012224
-76.964644,-12.088537,INC000001850021,TELEFONICA DEL PERU,8118130.122926021,ERG901,ERG9012225
-76.964621,-12.173585,INC000001810793,TELEFONICA DEL PERU,8116140.556447613,ERG901,ERG9012226
-76.964619,-12.037694,INC000001838096,TELEFONICA DEL PERU,8119318.474936165,ERG901,ERG9012227
-76.96461145,-12.10662893,INC000001818619,TELEFONICA DEL PERU,8117705.6448610285,ERG901,ERG9012228
-76.96458943,-12.036406,INC000001825161,TELEFONICA DEL PERU,8119347.388556131,ERG901,ERG9012231
-76.964583,-12.150969,INC000001844555,TELEFONICA DEL PERU,8116667.6750264885,ERG901,ERG9012232
-76.96449162,-12.0474578,INC000001842275,TELEFONICA DEL PERU,8119084.765614165,ERG901,ERG9012233
-76.96448814,-12.1339755,INC000001802828,TELEFONICA DEL PERU,8117061.052307136,ERG901,ERG9012234
-76.96447725,-12.135864,INC000001847937,TELEFONICA DEL PERU,8117016.44349209,ERG901,ERG9012235
-76.96447478,-12.1384988,INC000001794127,TELEFONICA DEL PERU,8116954.735320063,ERG901,ERG9012236
-76.96446036,-12.04250021,INC000001844073,TELEFONICA DEL PERU,8119199.463341676,ERG901,ERG9012237
-76.96442236,-12.04726965,INC000001806395,TELEFONICA DEL PERU,8119086.30289978,ERG901,ERG9012238
-76.964412,-12.041962,INC000001852043,TELEFONICA DEL PERU,8119210.056083064,ERG901,ERG9012241
-76.964386,-12.1049735,INC000001835417,TELEFONICA DEL PERU,8117735.0108992765,ERG901,ERG9012242
-76.96438153,-12.02991744,INC000001798004,TELEFONICA DEL PERU,8119490.617169426,ERG901,ERG9012243
-76.96437089,-12.16147564,INC000001848583,TELEFONICA DEL PERU,8116413.231643427,ERG901,ERG9012244
-76.96436603,-12.16950087,INC000001811789,TELEFONICA DEL PERU,8116225.423196811,ERG901,ERG9012245
-76.96435396,-12.04762009,INC000001822960,TELEFONICA DEL PERU,8119075.274746472,ERG901,ERG9012246
-76.9643447,-12.1342619,INC000001809631,TELEFONICA DEL PERU,8117048.400231575,ERG901,ERG9012247
-76.96434146,-12.1731905,INC000001755320,TELEFONICA DEL PERU,8116138.152120184,ERG901,ERG9012248
-76.96434018,-12.14061131,INC000001848827,TELEFONICA DEL PERU,8116899.752466508,ERG901,ERG9012251
-76.96431684,-12.04751204,INC000001811876,TELEFONICA DEL PERU,8119076.267369654,ERG901,ERG9012252
-76.96429774,-12.04759948,INC000001801676,TELEFONICA DEL PERU,8119073.431570851,ERG901,ERG9012253
-76.96429225,-12.176199,INC000001793910,TELEFONICA DEL PERU,8116065.779708795,ERG901,ERG9012254
-76.96429225,-12.176199,INC000001825966,TELEFONICA DEL PERU,8116065.779708795,ERG901,ERG9012255
-76.96422982,-12.16035341,INC000001821648,TELEFONICA DEL PERU,8116433.6032087095,ERG901,ERG9012256
-76.96422163,-12.0473045,INC000001848380,TELEFONICA DEL PERU,8119077.185042522,ERG901,ERG9012257
-76.964187,-12.07798932,INC000001851116,TELEFONICA DEL PERU,8118357.90571787,ERG901,ERG9012258
-76.964183,-12.17636989,INC000001823628,TELEFONICA DEL PERU,8116057.2408265285,ERG901,ERG9012261
-76.96416502,-12.0388935,INC000001840275,TELEFONICA DEL PERU,8119271.639359538,ERG901,ERG9012262
-76.96412828,-12.02843318,INC000001833204,TELEFONICA DEL PERU,8119514.881678958,ERG901,ERG9012263
-76.96408355,-12.16725326,INC000001851598,TELEFONICA DEL PERU,8116266.2195936255,ERG901,ERG9012264
-76.96407663,-12.10503498,INC000001830935,TELEFONICA DEL PERU,8117720.74475243,ERG901,ERG9012265
-76.96406568,-12.16357934,INC000001839494,TELEFONICA DEL PERU,8116351.36414003,ERG901,ERG9012266
-76.96405002,-12.1726655,INC000001783792,TELEFONICA DEL PERU,8116138.303984172,ERG901,ERG9012267
-76.964014,-12.0473199,INC000001827132,TELEFONICA DEL PERU,8119068.236859394,ERG901,ERG9012268
-76.964007,-12.17684147,INC000001824199,TELEFONICA DEL PERU,8116038.896511372,ERG901,ERG9012271
-76.96400125,-12.0473912,INC000001803084,TELEFONICA DEL PERU,8119066.041293328,ERG901,ERG9012272
-76.96399794,-12.1865295,INC000001838772,TELEFONICA DEL PERU,8115812.061082775,ERG901,ERG9012273
-76.96396842,-12.13168,INC000001780500,TELEFONICA DEL PERU,8117093.150418898,ERG901,ERG9012274
-76.96396842,-12.13168,INC000001841382,TELEFONICA DEL PERU,8117093.150418898,ERG901,ERG9012275
-76.96396052,-12.16509325,INC000001849121,TELEFONICA DEL PERU,8116311.600268076,ERG901,ERG9012276
-76.9639506,-12.0481768,INC000001807220,TELEFONICA DEL PERU,8119045.56560702,ERG901,ERG9012277
-76.96393153,-12.04753913,INC000001818748,TELEFONICA DEL PERU,8119059.696431365,ERG901,ERG9012278
-76.96392896,-12.1702815,INC000001836580,TELEFONICA DEL PERU,8116188.999822134,ERG901,ERG9012281
-76.96392138,-12.04760169,INC000001848757,TELEFONICA DEL PERU,8119057.812884506,ERG901,ERG9012282
-76.963896,-12.047669,INC000001812005,TELEFONICA DEL PERU,8119055.188257021,ERG901,ERG9012283
-76.963892,-12.184162,INC000001850416,TELEFONICA DEL PERU,8115862.992137333,ERG901,ERG9012284
-76.9638069,-12.09503047,INC000001842651,TELEFONICA DEL PERU,8117943.553604286,ERG901,ERG9012285
-76.96373841,-12.03946693,INC000001834867,TELEFONICA DEL PERU,8119240.583103896,ERG901,ERG9012286
-76.96371075,-12.10799618,INC000001847205,TELEFONICA DEL PERU,8117636.31698315,ERG901,ERG9012287
-76.9637065,-12.04773622,INC000001803848,TELEFONICA DEL PERU,8119045.777396017,ERG901,ERG9012288
-76.963677,-12.163737,INC000001783357,TELEFONICA DEL PERU,8116331.5201913435,ERG901,ERG9012311
-76.96365838,-12.1860875,INC000001839220,TELEFONICA DEL PERU,8115808.262646914,ERG901,ERG9012312
-76.96365324,-12.03728479,INC000001820997,TELEFONICA DEL PERU,8119288.121748982,ERG901,ERG9012313
-76.96362568,-12.13595534,INC000001838220,TELEFONICA DEL PERU,8116978.949095999,ERG901,ERG9012314
-76.96362414,-12.19528636,INC000001840349,TELEFONICA DEL PERU,8115591.821019782,ERG901,ERG9012711
-76.9636169,-12.0478939,INC000001851543,TELEFONICA DEL PERU,8119038.3820231315,ERG901,ERG9012712
-76.9636,-12.1629,INC000001735244,TELEFONICA DEL PERU,8116347.887231794,ERG901,ERG9012713
-76.9636,-12.1629,INC000001740992,TELEFONICA DEL PERU,8116347.887231794,ERG901,ERG9012714
-76.9636,-12.1629,INC000001829558,TELEFONICA DEL PERU,8116347.887231794,ERG901,ERG9012715
-76.9636,-12.1629,INC000001844412,TELEFONICA DEL PERU,8116347.887231794,ERG901,ERG9012716
-76.9636,-12.1629,INC000001848006,TELEFONICA DEL PERU,8116347.887231794,ERG901,ERG9012717
-76.96359912,-12.15839109,INC000001807471,TELEFONICA DEL PERU,8116453.265620081,ERG901,ERG9012718
-76.9635789,-12.033697,INC000001818027,TELEFONICA DEL PERU,8119369.001628688,ERG901,ERG9012721
-76.963558,-12.1758831,INC000001787438,TELEFONICA DEL PERU,8116042.623667501,ERG901,ERG9012722
-76.96355088,-12.0282755,INC000001805964,TELEFONICA DEL PERU,8119494.709270072,ERG901,ERG9012723
-76.96355088,-12.0282755,INC000001844390,TELEFONICA DEL PERU,8119494.709270072,ERG901,ERG9012724
-76.96354612,-12.0511695,INC000001823240,TELEFONICA DEL PERU,8118958.8135466,ERG901,ERG9012725
-76.963517,-12.028628,INC000001840329,TELEFONICA DEL PERU,8119485.060274457,ERG901,ERG9012726
-76.96351601,-12.10223171,INC000001819164,TELEFONICA DEL PERU,8117763.063174867,ERG901,ERG9012727
-76.96351488,-12.10222964,INC000001837863,TELEFONICA DEL PERU,8117763.064739664,ERG901,ERG9012728
-76.96349969,-12.08742758,INC000001849794,TELEFONICA DEL PERU,8118108.658086164,ERG901,ERG9012731
-76.96347811,-12.07116898,INC000001851162,TELEFONICA DEL PERU,8118488.097683236,ERG901,ERG9012732
-76.963433,-12.087029,INC000001848962,TELEFONICA DEL PERU,8118115.2182822395,ERG901,ERG9012733
-76.96342233,-12.08719064,INC000001807176,TELEFONICA DEL PERU,8118110.995174698,ERG901,ERG9012734
-76.96341238,-12.16082678,INC000001842952,TELEFONICA DEL PERU,8116388.558454488,ERG901,ERG9012735
-76.96340708,-12.14557425,INC000001847990,TELEFONICA DEL PERU,8116744.954874856,ERG901,ERG9012736
-76.96340114,-12.153157,INC000001828751,TELEFONICA DEL PERU,8116567.4123478765,ERG901,ERG9012737
-76.96339627,-12.17412776,INC000001757944,TELEFONICA DEL PERU,8116076.931778216,ERG901,ERG9012738
-76.9633844,-12.04040976,INC000001839486,TELEFONICA DEL PERU,8119203.884260189,ERG901,ERG9012741
-76.9633819,-12.0669489,INC000001847287,TELEFONICA DEL PERU,8118582.841337397,ERG901,ERG9012742
-76.96334265,-12.17420174,INC000001779944,TELEFONICA DEL PERU,8116072.972228568,ERG901,ERG9012743
-76.96330307,-12.1854015,INC000001844366,TELEFONICA DEL PERU,8115809.51314371,ERG901,ERG9012744
-76.96330241,-12.095013,INC000001832727,TELEFONICA DEL PERU,8117923.052395577,ERG901,ERG9012745
-76.963301,-12.161729,INC000001849560,TELEFONICA DEL PERU,8116362.835159731,ERG901,ERG9012746
-76.96326403,-12.16488708,INC000001841288,TELEFONICA DEL PERU,8116287.464286076,ERG901,ERG9012747
-76.96324222,-12.1366715,INC000001790699,TELEFONICA DEL PERU,8116946.2806711,ERG901,ERG9012748
-76.963217,-12.17905,INC000001817808,TELEFONICA DEL PERU,8115954.406992534,ERG901,ERG9012751
-76.96319036,-12.1448435,INC000001769471,TELEFONICA DEL PERU,8116753.039366598,ERG901,ERG9012752
-76.96316505,-12.04918978,INC000001806819,TELEFONICA DEL PERU,8118989.371102258,ERG901,ERG9012753
-76.96314681,-12.174357,INC000001826591,TELEFONICA DEL PERU,8116061.197491271,ERG901,ERG9012754
-76.963145,-12.089178,INC000001850974,TELEFONICA DEL PERU,8118053.016340298,ERG901,ERG9012755
-76.96313775,-12.16444983,INC000001819178,TELEFONICA DEL PERU,8116292.437019213,ERG901,ERG9012756
-76.96313411,-12.02862225,INC000001828773,TELEFONICA DEL PERU,8119469.371067347,ERG901,ERG9012757
-76.963127,-12.089139,INC000001849473,TELEFONICA DEL PERU,8118053.182760328,ERG901,ERG9012758
-76.96312666,-12.18843333,INC000001836862,TELEFONICA DEL PERU,8115731.301107997,ERG901,ERG9012761
-76.96309803,-12.03593061,INC000001782834,TELEFONICA DEL PERU,8119296.856146378,ERG901,ERG9012762
-76.96309464,-12.138601,INC000001838195,TELEFONICA DEL PERU,8116895.033457277,ERG901,ERG9012763
-76.963088,-12.181472,INC000001846673,TELEFONICA DEL PERU,8115892.421667497,ERG901,ERG9012764
-76.96307768,-12.15805133,INC000001814014,TELEFONICA DEL PERU,8116439.537322066,ERG901,ERG9012765
-76.9630704,-12.08320016,INC000001851711,TELEFONICA DEL PERU,8118189.761107883,ERG901,ERG9012766
-76.96306052,-12.0984145,INC000001851237,TELEFONICA DEL PERU,8117833.463299837,ERG901,ERG9012767
