latitude_x,longitude_x,tick,Company,distance,longitude_y,latitude_y,TROBA,CODIGO
-77.13277841,-12.06910934,INC000001841078,TELEFONICA DEL PERU,91.88741740652162,-77.022244,-12.137488,BAG804,BAG8041536
-77.132715,-11.944164,INC000001839671,TELEFONICA DEL PERU,91.97571981332798,-77.022218,-12.137485,BAG804,BAG8041537
-77.13269838,-12.0644685,INC000001838996,TELEFONICA DEL PERU,91.890608141801,-77.022191,-12.137482,BAG804,BAG8041538
-77.13264082,-12.05491809,INC000001840950,TELEFONICA DEL PERU,91.89708379811671,-77.02228806,-12.13791142,BAG804,BAG8041541
-77.132612,-11.940038,INC000001829682,TELEFONICA DEL PERU,91.97829281250559,-77.02224761,-12.1379019,BAG804,BAG8041542
-77.13259401,-12.05548932,INC000001829537,TELEFONICA DEL PERU,91.89660363245646,-77.02220692,-12.13789143,BAG804,BAG8041543
-77.13251141,-12.06899797,INC000001845038,TELEFONICA DEL PERU,91.88701805600938,-77.02228164,-12.1379345,BAG804,BAG8041544
-77.13250198,-12.0637373,INC000001621046,TELEFONICA DEL PERU,91.89071163130285,-77.02224642,-12.13792546,BAG804,BAG8041545
-77.1324584,-11.9446543,INC000001837552,TELEFONICA DEL PERU,91.97487987469933,-77.02220621,-12.13791428,BAG804,BAG8041546
-77.13240322,-11.876125,INC000001833101,TELEFONICA DEL PERU,92.02335632482936,-77.02227616,-12.13796424,BAG804,BAG8041547
-77.13240005,-11.9398535,INC000001831880,TELEFONICA DEL PERU,91.9776683945752,-77.02199104,-12.13850144,BAG804,BAG8041548
-77.13221054,-12.05469767,INC000001829500,TELEFONICA DEL PERU,91.89686666340098,-77.02223833,-12.13795877,BAG804,BAG8041551
-77.132194,-11.876895,INC000001828553,TELEFONICA DEL PERU,92.02262215718395,-77.0222005,-12.13794687,BAG804,BAG8041552
-77.13218914,-12.05974369,INC000001822909,TELEFONICA DEL PERU,91.89328256081201,-77.02227093,-12.13799375,BAG804,BAG8041553
-77.13201849,-12.06853912,INC000001850228,TELEFONICA DEL PERU,91.88692157187367,-77.02223096,-12.1379859,BAG804,BAG8041554
-77.131922,-11.8773339,INC000001839447,TELEFONICA DEL PERU,92.0220909945773,-77.02219155,-12.13797803,BAG804,BAG8041555
-77.1319033,-12.0554872,INC000001851595,TELEFONICA DEL PERU,91.89606489697034,-77.02226523,-12.13802285,BAG804,BAG8041556
-77.1318025,-11.9422724,INC000001851737,TELEFONICA DEL PERU,91.97604412850833,-77.0222257,-12.13801532,BAG804,BAG8041557
-77.131792,-11.887512,INC000001848208,TELEFONICA DEL PERU,92.01477179546747,-77.02218847,-12.13800653,BAG804,BAG8041558
-77.13178019,-11.94470338,INC000001746150,TELEFONICA DEL PERU,91.9743126121237,-77.02225889,-12.13804242,BAG804,BAG8041561
-77.13176239,-12.055402,INC000001838776,TELEFONICA DEL PERU,91.89598734092492,-77.02222342,-12.13803497,BAG804,BAG8041562
-77.13176239,-12.055402,INC000001841582,TELEFONICA DEL PERU,91.89596130516455,-77.02218118,-12.13802956,BAG804,BAG8041563
-77.13176239,-12.055402,INC000001845193,TELEFONICA DEL PERU,91.89598395185939,-77.02225213,-12.13806846,BAG804,BAG8041564
-77.131762,-12.055402,INC000001851192,TELEFONICA DEL PERU,91.89596449827404,-77.02221787,-12.13806133,BAG804,BAG8041565
-77.131701,-12.066893,INC000001846413,TELEFONICA DEL PERU,91.88777683834697,-77.02218146,-12.1380549,BAG804,BAG8041566
-77.13161742,-11.8852375,INC000001824641,TELEFONICA DEL PERU,92.01623818711364,-77.02224999,-12.13809702,BAG804,BAG8041567
-77.13160472,-11.877178,INC000001845447,TELEFONICA DEL PERU,92.02191235211787,-77.02221073,-12.13808917,BAG804,BAG8041568
-77.13153715,-12.05300501,INC000001851773,TELEFONICA DEL PERU,91.8974566620862,-77.02217575,-12.1380806,BAG804,BAG8041571
-77.13150575,-12.05525996,INC000001829002,TELEFONICA DEL PERU,91.89585994530718,-77.02224642,-12.13812343,BAG804,BAG8041572
-77.13149084,-12.05865828,INC000001842847,TELEFONICA DEL PERU,91.89342373130349,-77.0222043,-12.13811415,BAG804,BAG8041573
-77.131463,-11.883165,INC000001847872,TELEFONICA DEL PERU,92.01753357984659,-77.02216933,-12.13810487,BAG804,BAG8041574
-77.131423,-12.069572,INC000001798717,TELEFONICA DEL PERU,91.88566419647675,-77.02224214,-12.13814699,BAG804,BAG8041575
-77.13141895,-11.938411,INC000001830763,TELEFONICA DEL PERU,91.97840073067049,-77.02220074,-12.13813842,BAG804,BAG8041576
-77.13129199,-11.866157,INC000001848025,TELEFONICA DEL PERU,92.02943131682007,-77.0221629,-12.13812986,BAG804,BAG8041577
-77.131278,-12.062641,INC000001851288,TELEFONICA DEL PERU,91.89044251012302,-77.02223928,-12.13817055,BAG804,BAG8041578
-77.13124975,-12.05520798,INC000001831934,TELEFONICA DEL PERU,91.89565304614304,-77.02219574,-12.13816127,BAG804,BAG8041581
-77.13121839,-12.0554294,INC000001828706,TELEFONICA DEL PERU,91.89545616447649,-77.02216076,-12.13815199,BAG804,BAG8041582
-77.13114943,-11.86608549,INC000001505786,TELEFONICA DEL PERU,92.02938896745589,-77.02223643,-12.13819267,BAG804,BAG8041583
-77.131141,-12.068228,INC000001849582,TELEFONICA DEL PERU,91.88635271096881,-77.02219074,-12.13818339,BAG804,BAG8041584
-77.13113606,-12.04855002,INC000001848069,TELEFONICA DEL PERU,91.90024286262035,-77.02215505,-12.13817269,BAG804,BAG8041585
-77.131043,-12.069708,INC000001820398,TELEFONICA DEL PERU,91.88524726908057,-77.022235,-12.13821338,BAG804,BAG8041586
-77.13101741,-12.05811998,INC000001848489,TELEFONICA DEL PERU,91.89339523188299,-77.02218789,-12.13820267,BAG804,BAG8041587
-77.13098602,-12.0506657,INC000001851644,TELEFONICA DEL PERU,91.89862583322461,-77.0221522,-12.13819125,BAG804,BAG8041588
-77.13097133,-12.05529711,INC000001848157,TELEFONICA DEL PERU,91.8850692206748,-77.010096,-12.140664,BAG804,BAG8041621
-77.13092709,-12.0509145,INC000001842201,TELEFONICA DEL PERU,91.88812691243534,-77.010103,-12.140684,BAG804,BAG8041622
-77.130917,-11.88335,INC000001851464,TELEFONICA DEL PERU,92.00663473939883,-77.010117,-12.140725,BAG804,BAG8041623
-77.130888,-11.88034,INC000001812264,TELEFONICA DEL PERU,92.00872515525401,-77.010136,-12.140772,BAG804,BAG8041624
-77.13085961,-11.8791865,INC000001824438,TELEFONICA DEL PERU,92.00950470093977,-77.010152,-12.140812,BAG804,BAG8041625
-77.130603,-12.06072,INC000001529409,TELEFONICA DEL PERU,91.88089317583139,-77.010165,-12.140849,BAG804,BAG8041626
-77.1304782,-12.052417,INC000001852034,TELEFONICA DEL PERU,91.88666164502273,-77.010179,-12.140881,BAG804,BAG8041627
-77.13044334,-11.865139,INC000001840385,TELEFONICA DEL PERU,92.01936566817135,-77.010228,-12.14059,BAG804,BAG8041631
-77.13044334,-11.865139,INC000001843864,TELEFONICA DEL PERU,92.01934380440305,-77.010246,-12.140639,BAG804,BAG8041632
-77.13036682,-12.023942,INC000001841981,TELEFONICA DEL PERU,91.9069144302627,-77.01027,-12.14069,BAG804,BAG8041633
-77.1303551,-12.06838038,INC000001848213,TELEFONICA DEL PERU,91.87546699942048,-77.010286,-12.140738,BAG804,BAG8041634
-77.13033406,-11.831176,INC000001464128,TELEFONICA DEL PERU,92.04325256890087,-77.010303,-12.140783,BAG804,BAG8041635
-77.13029654,-12.046509,INC000001851570,TELEFONICA DEL PERU,91.89111784602424,-77.010394,-12.140519,BAG804,BAG8041641
-77.13004608,-12.07059586,INC000001839766,TELEFONICA DEL PERU,91.87390939762047,-77.010441,-12.140572,BAG804,BAG8041642
-77.12993557,-12.07030034,INC000001848356,TELEFONICA DEL PERU,91.87402029195763,-77.010463,-12.140622,BAG804,BAG8041643
-77.12990673,-11.892202,INC000001677775,TELEFONICA DEL PERU,91.99996179687633,-77.010482,-12.140657,BAG804,BAG8041644
-77.12990089,-12.06162739,INC000001846610,TELEFONICA DEL PERU,91.8800937934702,-77.010503,-12.140708,BAG804,BAG8041645
-77.12986301,-11.88344914,INC000001829422,TELEFONICA DEL PERU,92.0059813423215,-77.01047667,-12.14085711,BAG804,BAG8041651
-77.12980439,-11.89199508,INC000001849489,TELEFONICA DEL PERU,91.99993358536642,-77.01051294,-12.14083293,BAG804,BAG8041652
-77.12973306,-12.024595,INC000001827367,TELEFONICA DEL PERU,91.90611375260285,-77.0105462,-12.14081176,BAG804,BAG8041653
-77.12972868,-12.05547,INC000001847406,TELEFONICA DEL PERU,91.88431820333119,-77.01057948,-12.14079359,BAG804,BAG8041654
-77.129654,-12.052111,INC000001849769,TELEFONICA DEL PERU,91.88646308927774,-77.01055023,-12.14101444,BAG804,BAG8041655
-77.12965063,-11.8664095,INC000001838291,TELEFONICA DEL PERU,92.01787397946069,-77.0105868,-12.1409955,BAG804,BAG8041656
-77.12964638,-12.06412284,INC000001748358,TELEFONICA DEL PERU,91.87804671713072,-77.01062637,-12.140977,BAG804,BAG8041657
-77.12963259,-12.027513,INC000001842920,TELEFONICA DEL PERU,91.90396274327846,-77.01066637,-12.14095553,BAG804,BAG8041658
-77.129603,-12.067851,INC000001850867,TELEFONICA DEL PERU,91.87510050557663,-77.0102737,-12.14102072,BAG804,BAG8041661
-77.12950743,-11.88244348,INC000001841974,TELEFONICA DEL PERU,92.00617560464926,-77.01029177,-12.14104902,BAG804,BAG8041662
-77.12945733,-12.02476464,INC000001852013,TELEFONICA DEL PERU,91.90543734629577,-77.0103041,-12.14108087,BAG804,BAG8041663
-77.1293603,-12.0663183,INC000001825073,TELEFONICA DEL PERU,91.87597970407587,-77.01031945,-12.14111243,BAG804,BAG8041664
-77.129306,-12.06824,INC000001829960,TELEFONICA DEL PERU,91.87802943455848,-77.01344685,-12.13936524,BAG804,BAG8041681
-77.129303,-12.065939,INC000001851078,TELEFONICA DEL PERU,91.87967140670803,-77.01345592,-12.13934944,BAG804,BAG8041682
-77.129226,-11.895539,INC000001844601,TELEFONICA DEL PERU,91.99993432641547,-77.01329944,-12.13949457,BAG804,BAG8041683
-77.12920311,-11.865998,INC000001820620,TELEFONICA DEL PERU,92.02082523695842,-77.01330874,-12.13951023,BAG804,BAG8041684
-77.12914244,-11.88368872,INC000001849283,TELEFONICA DEL PERU,92.00828842668376,-77.01325597,-12.13941549,BAG804,BAG8041685
-77.12910704,-11.8923955,INC000001830285,TELEFONICA DEL PERU,92.00211793271662,-77.01327312,-12.13940784,BAG804,BAG8041686
-77.1291,-12.0621,INC000001847430,TELEFONICA DEL PERU,91.87887073379802,-77.01061295,-12.14127381,BAG901,BAG9010941
-77.1291,-12.0621,INC000001849103,TELEFONICA DEL PERU,91.87889430629846,-77.01063532,-12.14126284,BAG901,BAG9010942
-77.1291,-12.0621,INC000001850058,TELEFONICA DEL PERU,91.878930147493,-77.01066545,-12.14124228,BAG901,BAG9010943
-77.1290929,-12.024969,INC000001842185,TELEFONICA DEL PERU,91.90520367342081,-77.01069186,-12.14123029,BAG901,BAG9010944
-77.12897671,-12.06503687,INC000001846218,TELEFONICA DEL PERU,91.8768251915165,-77.01072013,-12.14121453,BAG901,BAG9010945
-77.12897441,-12.06578283,INC000001847395,TELEFONICA DEL PERU,91.87632383723276,-77.01074726,-12.14120266,BAG901,BAG9010946
-77.12885654,-11.892084,INC000001840980,TELEFONICA DEL PERU,91.99912914451345,-77.01077042,-12.14119277,BAG901,BAG9010947
-77.12874402,-11.854323,INC000001819391,TELEFONICA DEL PERU,92.02580550216122,-77.01079351,-12.14118191,BAG901,BAG9010948
-77.12869368,-12.05794782,INC000001851186,TELEFONICA DEL PERU,91.87628812206609,-77.00405579,-12.14211523,BAG901,BAG9012171
-77.12868862,-11.88518151,INC000001846932,TELEFONICA DEL PERU,91.99853651955343,-77.00409118,-12.1420875,BAG901,BAG9012172
-77.12865403,-12.05836425,INC000001851580,TELEFONICA DEL PERU,91.87600695932666,-77.00410419,-12.14210528,BAG901,BAG9012173
-77.12864312,-12.05818699,INC000001846113,TELEFONICA DEL PERU,91.87610688455955,-77.00408436,-12.14211043,BAG901,BAG9012174
-77.128634,-11.87014,INC000001847314,TELEFONICA DEL PERU,92.00909634034126,-77.00407145,-12.14213707,BAG901,BAG9012175
-77.1284687,-12.06363828,INC000001824402,TELEFONICA DEL PERU,91.87170246526176,-77.00409167,-12.14272236,BAG901,BAG9012181
-77.12839801,-12.06034161,INC000001476453,TELEFONICA DEL PERU,92.01736567107407,-77.11578578,-12.05163742,CAG001,CAG0010101
-77.12837086,-12.06969645,INC000001848169,TELEFONICA DEL PERU,92.01073857449127,-77.11579478,-12.05163842,CAG001,CAG0010102
-77.12823529,-11.83088503,INC000001843947,TELEFONICA DEL PERU,92.17962798607708,-77.11580278,-12.05163942,CAG001,CAG0010103
-77.12819572,-11.8551535,INC000001844651,TELEFONICA DEL PERU,92.1624202122221,-77.11581278,-12.05164042,CAG001,CAG0010104
-77.128143,-12.066069,INC000001845749,TELEFONICA DEL PERU,92.0131588126631,-77.11582078,-12.05164042,CAG001,CAG0010105
-77.12809662,-11.85969885,INC000001770556,TELEFONICA DEL PERU,92.159033404694,-77.11580153,-12.05176835,CAG001,CAG0010106
-77.12808045,-12.06810624,INC000001829245,TELEFONICA DEL PERU,92.01157731520148,-77.11581153,-12.05176835,CAG001,CAG0010107
-77.128067,-11.828264,INC000001842970,TELEFONICA DEL PERU,92.18128706014282,-77.11582153,-12.05176935,CAG001,CAG0010108
-77.12804,-11.899135,INC000001837575,TELEFONICA DEL PERU,92.13109202098303,-77.11582953,-12.05177035,CAG001,CAG0010201
-77.1280283,-11.9920687,INC000001850383,TELEFONICA DEL PERU,92.0653272695302,-77.11583753,-12.05177135,CAG001,CAG0010202
-77.12800329,-12.06310984,INC000001809999,TELEFONICA DEL PERU,92.01542515942522,-77.11579976,-12.05123323,CAG001,CAG0010203
-77.1279959,-11.903157,INC000001830731,TELEFONICA DEL PERU,92.12857715497243,-77.11580776,-12.05123423,CAG001,CAG0010204
-77.12794557,-12.057195,INC000001802050,TELEFONICA DEL PERU,92.01957598160071,-77.11581676,-12.05123623,CAG001,CAG0010205
-77.12794557,-12.057195,INC000001848504,TELEFONICA DEL PERU,92.01958163747238,-77.11582576,-12.05123723,CAG001,CAG0010206
-77.12793527,-12.06902115,INC000001808308,TELEFONICA DEL PERU,92.01121919912698,-77.11583376,-12.05123723,CAG001,CAG0010207
-77.12792409,-11.858127,INC000001761336,TELEFONICA DEL PERU,92.16028359559151,-77.11577681,-12.05137675,CAG001,CAG0010208
-77.12792097,-12.05941678,INC000001849604,TELEFONICA DEL PERU,92.01786652028404,-77.11578681,-12.05137775,CAG001,CAG0010501
-77.12786,-11.991475,INC000001835657,TELEFONICA DEL PERU,92.06587626666963,-77.11579481,-12.05137775,CAG001,CAG0010502
-77.1278529,-11.8432751,INC000001852111,TELEFONICA DEL PERU,92.1707680991831,-77.11580381,-12.05137875,CAG001,CAG0010503
-77.12785002,-11.87597711,INC000001832085,TELEFONICA DEL PERU,92.14761605687467,-77.11581281,-12.05137975,CAG001,CAG0010504
-77.1278258,-12.06906045,INC000001838972,TELEFONICA DEL PERU,92.01160047498499,-77.11621797,-12.05093343,CAG001,CAG0010801
-77.12779322,-12.057909,INC000001849063,TELEFONICA DEL PERU,92.01943244715342,-77.1161751,-12.05093128,CAG001,CAG0010802
-77.12775,-12.05462,INC000001769150,TELEFONICA DEL PERU,92.02170098124492,-77.11613438,-12.05092772,CAG001,CAG0010803
-77.12774544,-11.88356724,INC000001851767,TELEFONICA DEL PERU,92.14265903016023,-77.11620531,-12.05107878,CAG001,CAG0010804
-77.12762682,-11.82456305,INC000001840565,TELEFONICA DEL PERU,92.18424437623919,-77.11587196,-12.0509037,CAG001,CAG0010901
-77.12760741,-11.9909905,INC000001842236,TELEFONICA DEL PERU,92.06640632946996,-77.11583707,-12.05090241,CAG001,CAG0010902
-77.127588,-12.063978,INC000001850774,TELEFONICA DEL PERU,92.01475690601168,-77.11580462,-12.05089984,CAG001,CAG0010903
-77.12755161,-11.88773737,INC000001848732,TELEFONICA DEL PERU,92.13937383074055,-77.11590033,-12.05105073,CAG001,CAG0010904
-77.12753494,-12.05282146,INC000001846893,TELEFONICA DEL PERU,92.02254072410851,-77.11585369,-12.05104273,CAG001,CAG0010905
-77.12745872,-11.874338,INC000001841007,TELEFONICA DEL PERU,92.14874447408474,-77.11581738,-12.05103844,CAG001,CAG0010906
-77.12744081,-11.85776206,INC000001828569,TELEFONICA DEL PERU,92.1606948309277,-77.11617401,-12.05107535,CAG001,CAG0010907
-77.127418,-11.959659,INC000001806598,TELEFONICA DEL PERU,92.08852854485419,-77.11613128,-12.05106892,CAG001,CAG0010908
-77.12741187,-11.9917461,INC000001838647,TELEFONICA DEL PERU,92.06640251610165,-77.11646404,-12.05058354,CAG030,CAG0300531
-77.12739628,-12.05984945,INC000001851065,TELEFONICA DEL PERU,92.01824916830456,-77.11647063,-12.05056307,CAG030,CAG0300532
-77.12738384,-12.052002,INC000001717795,TELEFONICA DEL PERU,92.02380223958517,-77.11646881,-12.05054205,CAG030,CAG0300533
-77.12734764,-12.054905,INC000001831952,TELEFONICA DEL PERU,92.02174442903897,-77.11647369,-12.05051822,CAG030,CAG0300534
-77.12734764,-12.054905,INC000001849236,TELEFONICA DEL PERU,92.02175840983828,-77.11647575,-12.05050051,CAG030,CAG0300535
-77.1273213,-11.89173,INC000001837682,TELEFONICA DEL PERU,92.13719796697168,-77.11647831,-12.05047859,CAG030,CAG0300536
-77.1272,-12.066355,INC000001801099,TELEFONICA DEL PERU,92.01331615286837,-77.11643223,-12.05080027,CAG030,CAG0300541
-77.127185,-11.883045,INC000001849188,TELEFONICA DEL PERU,92.14300141384047,-77.1164342,-12.05078649,CAG030,CAG0300542
-77.12712,-12.062226,INC000001850941,TELEFONICA DEL PERU,92.01619643993763,-77.11643174,-12.05077466,CAG030,CAG0300543
-77.127116,-11.874978,INC000001820575,TELEFONICA DEL PERU,92.14867952633296,-77.11643114,-12.05076138,CAG030,CAG0300544
-77.1270525,-12.0625455,INC000001828847,TELEFONICA DEL PERU,92.01594406520232,-77.11643194,-12.05074482,CAG030,CAG0300545
-77.12696134,-12.054191,INC000001830753,TELEFONICA DEL PERU,92.02179825923784,-77.11643223,-12.05072819,CAG030,CAG0300546
-77.12693963,-11.960162,INC000001832444,TELEFONICA DEL PERU,92.08001879158897,-77.12574464,-12.07175767,CAG307,CAG3070101
-77.126827,-11.883365,INC000001845694,TELEFONICA DEL PERU,92.1341025359937,-77.12537494,-12.07167356,CAG307,CAG3070102
-77.126816,-12.063273,INC000001848723,TELEFONICA DEL PERU,92.00684893458309,-77.12478575,-12.07099528,CAG307,CAG3070103
-77.12680982,-11.8921115,INC000001837730,TELEFONICA DEL PERU,92.12837859391114,-77.12522545,-12.07084171,CAG307,CAG3070104
-77.126682,-11.886897,INC000001822215,TELEFONICA DEL PERU,92.13187183024296,-77.12506431,-12.0708342,CAG307,CAG3070105
-77.12667678,-12.06278389,INC000001848373,TELEFONICA DEL PERU,92.00761117284941,-77.12503115,-12.07051262,CAG307,CAG3070206
-77.12662923,-11.96005816,INC000001828929,TELEFONICA DEL PERU,92.08016727365099,-77.1249477,-12.07054284,CAG307,CAG3070207
-77.12657134,-12.06792081,INC000001842423,TELEFONICA DEL PERU,92.00432970865835,-77.12454732,-12.06942698,CAG307,CAG3070208
-77.12647607,-11.89624922,INC000001811069,TELEFONICA DEL PERU,92.12551757911056,-77.12472351,-12.06990737,CAG307,CAG3070209
-77.1264742,-12.0539365,INC000001827577,TELEFONICA DEL PERU,92.01372963248994,-77.12468651,-12.07016064,CAG307,CAG3070210
-77.12646706,-12.0632045,INC000001844574,TELEFONICA DEL PERU,92.00689073252845,-77.1243963,-12.07026625,CAG307,CAG3070211
-77.126408,-12.051973,INC000001827868,TELEFONICA DEL PERU,92.01451492489197,-77.12409373,-12.07035478,CAG307,CAG3070312
-77.12640544,-12.0584975,INC000001847195,TELEFONICA DEL PERU,92.00776353020278,-77.12344556,-12.07272696,CAG307,CAG3070313
-77.1263935,-12.04003,INC000001845137,TELEFONICA DEL PERU,92.02156701483337,-77.12402697,-12.07224579,CAG307,CAG3070314
-77.1263935,-12.04003,INC000001847027,TELEFONICA DEL PERU,92.02133004350522,-77.12319498,-12.07174863,CAG307,CAG3070315
-77.126366,-12.0527055,INC000001811130,TELEFONICA DEL PERU,92.01287988446474,-77.12380513,-12.07160401,CAG307,CAG3070316
-77.126366,-12.052706,INC000001832882,TELEFONICA DEL PERU,92.01326920090075,-77.12410711,-12.07135492,CAG307,CAG3070417
-77.126366,-12.0527055,INC000001846975,TELEFONICA DEL PERU,92.01319304039521,-77.12456384,-12.07191999,CAG307,CAG3070418
-77.12634026,-11.88686017,INC000001848784,TELEFONICA DEL PERU,92.13074220270013,-77.12439407,-12.07145705,CAG307,CAG3070419
-77.12630302,-11.88769535,INC000001718859,TELEFONICA DEL PERU,92.13028534344383,-77.12432479,-12.07115982,CAG307,CAG3070420
-77.12621763,-11.87335013,INC000001753826,TELEFONICA DEL PERU,92.14040228262512,-77.12423484,-12.07104276,CAG307,CAG3070421
-77.12615227,-12.04007923,INC000001846163,TELEFONICA DEL PERU,92.0215048633191,-77.12225841,-12.0702739,CAG307,CAG3070522
-77.126088,-12.0384085,INC000001846546,TELEFONICA DEL PERU,92.02308181818285,-77.12265982,-12.07005202,CAG307,CAG3070523
-77.12600897,-11.8315605,INC000001843709,TELEFONICA DEL PERU,92.16957582886211,-77.12302048,-12.07021782,CAG307,CAG3070524
-77.1259807,-12.042761,INC000001828917,TELEFONICA DEL PERU,92.01927572586632,-77.12273944,-12.07105382,CAG307,CAG3070525
-77.12597503,-12.07029784,INC000001851350,TELEFONICA DEL PERU,92.0002357367124,-77.12313694,-12.07083303,CAG307,CAG3070526
-77.125925,-11.873741,INC000001844673,TELEFONICA DEL PERU,92.13937469617215,-77.12353332,-12.07110987,CAG307,CAG3070527
-77.1259148,-11.8804135,INC000001812052,TELEFONICA DEL PERU,92.13472321285877,-77.12337637,-12.070838,CAG307,CAG3070628
-77.125892,-11.822806,INC000001646326,TELEFONICA DEL PERU,92.1756122197381,-77.12317703,-12.07049229,CAG307,CAG3070629
-77.12588025,-11.858127,INC000001709211,TELEFONICA DEL PERU,92.15150152499675,-77.12377793,-12.06979643,CAG307,CAG3070630
-77.12587324,-11.8979865,INC000001816130,TELEFONICA DEL PERU,92.12281457396881,-77.12382365,-12.07048812,CAG307,CAG3070631
-77.12584716,-12.06962121,INC000001848296,TELEFONICA DEL PERU,92.0041990565056,-77.12556892,-12.06820878,CAG308,CAG3080101
-77.125812,-12.069634,INC000001849543,TELEFONICA DEL PERU,92.00432079546184,-77.12549712,-12.06791687,CAG308,CAG3080102
-77.12576175,-11.8561865,INC000001821787,TELEFONICA DEL PERU,92.15544894590566,-77.12540606,-12.06766657,CAG308,CAG3080103
-77.125743,-12.066673,INC000001849694,TELEFONICA DEL PERU,92.00618555214525,-77.12493283,-12.0676074,CAG308,CAG3080104
-77.125715,-12.041965,INC000001846973,TELEFONICA DEL PERU,92.02333070564522,-77.12518812,-12.06829834,CAG308,CAG3080105
-77.12570665,-12.053177,INC000001829707,TELEFONICA DEL PERU,92.01555108092941,-77.12506516,-12.06795529,CAG308,CAG3080206
-77.12567065,-11.896228,INC000001840936,TELEFONICA DEL PERU,92.12638434588418,-77.12508569,-12.06825895,CAG308,CAG3080207
-77.125653,-11.898487,INC000001842657,TELEFONICA DEL PERU,92.12450553653524,-77.12530746,-12.06885925,CAG308,CAG3080208
-77.12564494,-11.87386068,INC000001829729,TELEFONICA DEL PERU,92.14270899267142,-77.12587802,-12.06833902,CAG308,CAG3080209
-77.125611,-11.899586,INC000001824156,TELEFONICA DEL PERU,92.12423512088715,-77.12593708,-12.06872957,CAG308,CAG3080310
-77.12556714,-12.06932288,INC000001811643,TELEFONICA DEL PERU,92.00414649120043,-77.12568225,-12.06841475,CAG308,CAG3080311
-77.12554597,-12.0424275,INC000001832062,TELEFONICA DEL PERU,92.02287905363406,-77.1256981,-12.06881567,CAG308,CAG3080312
-77.12553,-11.964415,INC000001678307,TELEFONICA DEL PERU,92.07655119044851,-77.12549201,-12.07074292,CAG308,CAG3080313
-77.125525,-12.04047,INC000001835004,TELEFONICA DEL PERU,92.02302427747192,-77.12607604,-12.07092575,CAG308,CAG3080314
-77.1254954,-11.8429901,INC000001432861,TELEFONICA DEL PERU,92.16275909665964,-77.12624083,-12.07112323,CAG308,CAG3080315
-77.1254638,-11.9602982,INC000001848004,TELEFONICA DEL PERU,92.07981825259104,-77.12612362,-12.07080888,CAG308,CAG3080316
-77.1253904,-11.961634,INC000001847192,TELEFONICA DEL PERU,92.0789362230004,-77.12602896,-12.07055103,CAG308,CAG3080417
-77.12535,-12.05308,INC000001845570,TELEFONICA DEL PERU,92.01399701406488,-77.12580249,-12.07063123,CAG308,CAG3080418
-77.12515844,-11.880034,INC000001825521,TELEFONICA DEL PERU,92.13624977300938,-77.12501834,-12.06994696,CAG308,CAG3080419
-77.12515844,-11.880034,INC000001828157,TELEFONICA DEL PERU,92.13656235417666,-77.12534455,-12.06983142,CAG308,CAG3080420
-77.12514623,-12.04253428,INC000001844778,TELEFONICA DEL PERU,92.02155278883868,-77.12534455,-12.06983142,CAG308,CAG3080421
-77.12513184,-11.8988205,INC000001850986,TELEFONICA DEL PERU,92.12335735014634,-77.12576434,-12.07008771,CAG308,CAG3080522
-77.12512101,-12.06840429,INC000001848775,TELEFONICA DEL PERU,92.00435611682043,-77.12602127,-12.06892978,CAG308,CAG3080523
-77.12511478,-11.87440664,INC000001846264,TELEFONICA DEL PERU,92.1415521131483,-77.12642888,-12.06945231,CAG308,CAG3080524
-77.125061,-11.89646008,INC000001842342,TELEFONICA DEL PERU,92.1257423779194,-77.12622266,-12.06946568,CAG308,CAG3080525
-77.1249554,-11.87827638,INC000001811139,TELEFONICA DEL PERU,92.13850860499397,-77.12576013,-12.0690515,CAG308,CAG3080526
-77.12488681,-11.85530806,INC000001832133,TELEFONICA DEL PERU,92.15450057810305,-77.12594817,-12.06956023,CAG308,CAG3080627
-77.12488606,-12.0506024,INC000001843755,TELEFONICA DEL PERU,92.01597631276809,-77.12562307,-12.06966658,CAG308,CAG3080628
-77.12487462,-12.04208461,INC000001744180,TELEFONICA DEL PERU,92.02214486111419,-77.12549374,-12.06932143,CAG308,CAG3080629
-77.12486466,-12.05883157,INC000001832311,TELEFONICA DEL PERU,92.00993899744869,-77.12486877,-12.06919867,CAG308,CAG3080630
-77.12484932,-12.05544038,INC000001679681,TELEFONICA DEL PERU,92.01315255092905,-77.12423489,-12.06739607,CAG309,CAG3090101
-77.12479368,-12.03905,INC000001829074,TELEFONICA DEL PERU,92.02494357437386,-77.12464293,-12.0674664,CAG309,CAG3090102
-77.1247304,-11.828622,INC000001847597,TELEFONICA DEL PERU,92.17342151437565,-77.12481567,-12.06824167,CAG309,CAG3090103
-77.12469,-11.887631,INC000001833967,TELEFONICA DEL PERU,92.13160007826654,-77.12481567,-12.06824167,CAG309,CAG3090104
-77.12468607,-11.9708895,INC000001592071,TELEFONICA DEL PERU,92.07221403884753,-77.12435301,-12.06841204,CAG309,CAG3090105
-77.12465758,-12.05853889,INC000001846918,TELEFONICA DEL PERU,92.01024622124126,-77.12315476,-12.06713556,CAG309,CAG3090206
-77.12464204,-11.968265,INC000001837955,TELEFONICA DEL PERU,92.07435934952062,-77.12361112,-12.06721724,CAG309,CAG3090207
-77.12460065,-11.8785476,INC000001851888,TELEFONICA DEL PERU,92.13784159944542,-77.12378445,-12.06738796,CAG309,CAG3090208
