longitude,latitude,TROBA,CODIGO,df_index
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,45
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,46
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,47
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,48
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,49
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,50
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,51
-1.3441594873914802,-0.21185526426476914,BAG002,BAG0020106,52
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,58
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,59
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,60
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,61
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,62
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,63
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,64
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,65
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,66
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,67
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,68
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,69
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,70
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,71
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,72
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,73
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,74
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,75
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,76
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,77
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,78
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,79
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,80
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,81
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,82
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,83
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,84
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,85
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,86
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,87
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,88
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,89
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,90
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,91
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,92
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,93
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,94
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,95
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,96
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,97
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,98
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,99
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,100
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,101
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,102
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,103
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,104
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,105
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,106
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,107
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,108
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,109
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,110
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,111
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,112
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,113
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,114
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,115
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,116
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,117
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,118
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,119
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,120
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,121
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,122
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,123
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,124
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,125
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,126
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,127
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,128
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,129
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,130
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,131
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,132
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,133
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,134
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,135
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,136
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,137
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,138
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,139
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,140
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,141
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,142
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,143
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,144
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,145
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,146
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,147
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,148
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,149
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,150
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,151
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,152
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,153
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,154
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,155
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,156
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,157
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,158
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,159
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,160
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,161
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,162
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,163
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,164
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,165
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,166
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,167
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,168
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,169
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,170
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,171
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,172
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,173
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,174
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,175
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,176
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,177
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,178
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,179
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,180
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,181
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,182
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,183
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,184
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,185
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,186
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,187
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,188
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,189
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,190
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,191
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,192
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,193
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,194
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,195
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,196
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,197
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,198
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,199
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,200
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,201
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,202
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,203
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,204
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,205
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,206
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,207
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,208
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,209
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,210
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,211
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,212
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,213
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,214
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,215
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,216
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,217
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,218
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,219
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,220
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,221
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,222
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,223
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,224
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,225
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,226
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,227
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,228
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,229
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,230
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,231
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,232
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,233
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,234
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,235
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,236
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,237
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,238
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,239
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,240
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,241
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,242
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,243
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,244
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,245
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,246
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,247
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,248
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,249
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,250
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,251
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,252
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,253
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,254
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,255
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,256
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,257
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,258
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,259
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,260
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,261
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,262
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,263
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,264
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,265
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,266
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,267
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,268
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,269
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,270
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,271
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,272
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,273
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,274
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,275
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,276
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,277
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,278
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,279
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,280
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,281
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,282
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,283
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,284
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,285
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,286
-1.3441620353976549,-0.2118629173590062,BAG002,BAG0021102,287
-1.3442881837817318,-0.21201693132085456,BAG006,BAG0060216,288
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,289
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,290
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,291
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,292
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,293
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,294
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,295
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,296
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,297
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,298
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,299
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,300
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,301
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,302
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,303
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,304
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,305
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,306
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,307
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,308
-1.3443349301568184,-0.2118444282135752,BAG004,BAG0040104,309
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,310
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,311
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,312
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,313
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,314
-1.344027771930688,-0.21209587099212593,BAG300,BAG3000639,315
-1.3443220548629267,-0.2119580786439444,BAG006,BAG0060429,316
-1.3443220548629267,-0.2119580786439444,BAG006,BAG0060429,317
-1.3443220548629267,-0.2119580786439444,BAG006,BAG0060429,318
-1.3440217200015068,-0.21187439534229902,BAG016,BAG0160107,319
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,322
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,323
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,324
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,325
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,326
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,327
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,328
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,329
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,330
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,331
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,332
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,333
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,334
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,335
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,336
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,337
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,338
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,339
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,340
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,341
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,342
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,343
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,344
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,345
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,346
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,347
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,348
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,349
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,350
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,351
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,352
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,353
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,354
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,355
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,356
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,357
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,358
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,359
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,360
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,361
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,362
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,363
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,364
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,365
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,366
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,367
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,368
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,369
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,370
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,371
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,372
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,373
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,374
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,375
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,376
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,377
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,378
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,379
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,380
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,381
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,382
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,383
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,384
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,385
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,386
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,387
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,388
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,389
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,390
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,391
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,392
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,393
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,394
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,395
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,396
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,397
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,398
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,399
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,400
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,401
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,402
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,403
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,404
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,405
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,406
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,407
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,408
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,409
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,410
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,411
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,412
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,413
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,414
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,415
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,416
-1.3439717709472427,-0.21210620683195625,BAG301,BAG3010320,417
